timestamp,is_bot,loc_x,loc_y,loc_z,s_x,s_y,s_z,d_a,d_p,d_e,tar
0,0.0,-1508.80481,-1311.654663,65.111374,0.9906246595,0.1328989569,0.0316330733,,,,
1,0.0,-1508.813599,-1311.642944,65.112572,0.9906246595,0.1328989569,0.0316330733,,,,
2,0.0,-1508.822754,-1311.632324,65.11422,0.9906246595,0.1328989569,0.0316330733,,,,
3,0.0,-1508.831787,-1311.622559,65.117149,0.9906246595,0.1328989569,0.0316330733,,,,
4,0.0,-1508.839966,-1311.614014,65.119736,0.9906246595,0.1328989569,0.0316330733,,,,
5,0.0,-1508.849609,-1311.606689,65.120667,0.9906246595,0.1328989569,0.0316330733,,,,
6,0.0,-1508.861938,-1311.598511,65.121178,0.9906246595,0.1328989569,0.0316330733,,,,
7,0.0,-1508.874634,-1311.588989,65.122093,0.9906246595,0.1328989569,0.0316330733,,,,
8,0.0,-1508.881714,-1311.581909,65.123207,0.9906246595,0.1328989569,0.0316330733,,,,
9,0.0,-1508.890747,-1311.572632,65.124626,0.9906246595,0.1328989569,0.0316330733,,,,
10,0.0,-1508.891968,-1311.571289,65.124809,0.9906246595,0.1328989569,0.0316330733,,,,
11,0.0,-1508.903076,-1311.565674,65.128654,0.9906246595,0.1328989569,0.0316330733,,,,
12,0.0,-1508.913818,-1311.560669,65.132889,0.9906246595,0.1328989569,0.0316330733,,,,
13,0.0,-1508.923706,-1311.557007,65.135834,0.9906246595,0.1328989569,0.0316330733,,,,
14,0.0,-1508.936035,-1311.557617,65.135101,0.9906246595,0.1328989569,0.0316330733,,,,
15,0.0,-1508.942383,-1311.561035,65.137146,0.9906246595,0.1328989569,0.0316330733,,,,
16,0.0,-1508.949463,-1311.564575,65.13974,0.9906246595,0.1328989569,0.0316330733,,,,
17,0.0,-1508.955444,-1311.567749,65.141663,0.9906246595,0.1328989569,0.0316330733,,,,
18,0.0,-1508.959351,-1311.568604,65.14212,0.9906246595,0.1328989569,0.0316330733,,,,
19,0.0,-1508.963135,-1311.569458,65.14254,0.9906246595,0.1328989569,0.0316330733,,,,
20,0.0,-1508.964355,-1311.574707,65.143562,0.9906246595,0.1328989569,0.0316330733,,,,
21,0.0,-1508.9646,-1311.581665,65.144806,0.9906246595,0.1328989569,0.0316330733,,,,
22,0.0,-1508.965942,-1311.588257,65.145889,0.9906246595,0.1328989569,0.0316330733,,,,
23,0.0,-1508.969604,-1311.596802,65.146965,0.9906246595,0.1328989569,0.0316330733,,,,
24,0.0,-1508.973633,-1311.605591,65.148056,0.9906246595,0.1328989569,0.0316330733,,,,
25,0.0,-1508.977417,-1311.610107,65.148193,0.9906246595,0.1328989569,0.0316330733,,,,
26,0.0,-1508.982178,-1311.614868,65.148125,0.9906246595,0.1328989569,0.0316330733,,,,
27,0.0,-1508.983398,-1311.616211,65.148109,0.9906246595,0.1328989569,0.0316330733,,,,
28,0.0,-1508.984985,-1311.621338,65.144348,0.9906246595,0.1328989569,0.0316330733,,,,
29,0.0,-1508.984009,-1311.623535,65.141327,0.9906246595,0.1328989569,0.0316330733,,,,
30,0.0,-1508.983765,-1311.624512,65.139641,0.9906246595,0.1328989569,0.0316330733,,,,
