timestamp,event,src,dst
0,fire,3.0,
12,fire,3.0,
26,fire,3.0,
39,fire,3.0,
50,fire,3.0,
66,fire,3.0,
75,fire,3.0,
520,fire,8.0,
537,fire,8.0,
537,hit,6.0,8.0
550,fire,6.0,
551,hit,8.0,6.0
551,fire,8.0,
560,fire,8.0,
560,hit,6.0,8.0
573,fire,8.0,
573,hit,6.0,8.0
587,fire,8.0,
587,hit,6.0,8.0
587,dead,6.0,8.0
598,fire,8.0,
982,fire,1.0,
1039,fire,5.0,
1039,hit,0.0,5.0
1043,fire,3.0,
1047,fire,5.0,
1047,hit,0.0,5.0
1051,fire,5.0,
1052,hit,0.0,5.0
1058,fire,5.0,
1064,fire,1.0,
1066,fire,5.0,
1066,hit,0.0,5.0
1067,dead,0.0,5.0
1070,fire,5.0,
1072,fire,1.0,
1072,hit,5.0,1.0
1077,fire,5.0,
1079,fire,1.0,
1084,fire,5.0,
1086,fire,1.0,
1087,hit,5.0,1.0
1090,fire,5.0,
1092,fire,1.0,
1093,hit,5.0,1.0
1095,fire,5.0,
1099,fire,1.0,
1099,hit,5.0,1.0
1100,dead,5.0,1.0
1101,fire,6.0,
1105,fire,1.0,
1131,fire,8.0,
1138,fire,8.0,
1144,fire,8.0,
1148,fire,6.0,
1148,hit,8.0,6.0
1149,dead,8.0,6.0
1188,hit,2.0,
1235,fire,9.0,
1235,hit,3.0,9.0
1242,fire,9.0,
1242,hit,3.0,9.0
1247,fire,9.0,
1247,hit,3.0,9.0
1249,fire,3.0,
1253,fire,9.0,
1262,fire,9.0,
1266,fire,9.0,
1267,hit,3.0,9.0
1267,dead,3.0,9.0
1274,fire,9.0,
1403,fire,2.0,
1403,hit,6.0,2.0
1411,fire,6.0,
1411,hit,2.0,6.0
1414,fire,2.0,
1421,fire,2.0,
1421,hit,6.0,2.0
1421,dead,6.0,2.0
1426,fire,2.0,
1437,fire,2.0,
1500,dead,,
1514,fire,2.0,
1517,fire,3.0,
1523,fire,2.0,
1523,hit,7.0,2.0
1524,dead,7.0,2.0
1525,fire,3.0,
1530,fire,3.0,
1532,fire,2.0,
1532,hit,3.0,2.0
1536,fire,3.0,
1550,fire,2.0,
1551,hit,3.0,2.0
1551,dead,3.0,2.0
1555,fire,1.0,
1561,fire,2.0,
1563,fire,1.0,
1569,fire,1.0,
1571,fire,2.0,
1575,fire,1.0,
1893,fire,3.0,
1978,fire,9.0,
1991,fire,4.0,
2042,fire,9.0,
2056,fire,9.0,
2058,fire,6.0,
2067,fire,9.0,
2070,fire,3.0,
2094,fire,2.0,
2121,fire,6.0,
2154,fire,5.0,
2167,fire,6.0,
2259,fire,6.0,
2271,fire,9.0,
2294,fire,3.0,
2294,hit,4.0,3.0
2306,fire,3.0,
2307,hit,4.0,3.0
2311,fire,6.0,
2311,hit,4.0,6.0
2319,fire,3.0,
2319,hit,4.0,3.0
2320,dead,4.0,3.0
2330,fire,3.0,
2340,fire,3.0,
2354,fire,3.0,
2499,fire,1.0,
2499,hit,6.0,1.0
2507,fire,1.0,
2513,fire,1.0,
2513,hit,6.0,1.0
2519,fire,1.0,
2520,hit,6.0,1.0
2527,fire,1.0,
2634,fire,6.0,
2635,hit,1.0,6.0
2646,fire,1.0,
2655,fire,1.0,
2660,fire,1.0,
2693,fire,6.0,
2693,hit,1.0,6.0
2694,dead,1.0,6.0
2893,fire,8.0,
2894,fire,4.0,
2912,fire,2.0,
2912,hit,5.0,2.0
2912,dead,5.0,2.0
2921,fire,2.0,
2944,fire,9.0,
2951,fire,9.0,
2957,fire,9.0,
2957,hit,3.0,9.0
2960,fire,6.0,
2963,fire,9.0,
2963,hit,3.0,9.0
2970,fire,9.0,
2970,hit,3.0,9.0
2975,fire,9.0,
2981,fire,9.0,
2987,fire,9.0,
2995,fire,9.0,
3001,fire,9.0,
3007,fire,9.0,
