timestamp,event,src,dst
2,fire,4,
27,fire,4,
54,fire,4,
206,fire,7,
219,fire,0,
219,hit,7,0.0
231,fire,0,
231,hit,7,0.0
244,fire,0,
244,hit,7,0.0
244,fire,3,
258,fire,0,
258,hit,7,0.0
258,dead,7,0.0
270,fire,0,
283,fire,0,
296,fire,0,
606,fire,4,
620,fire,4,
620,fire,0,
633,fire,0,
633,hit,4,0.0
633,fire,4,
645,fire,0,
645,fire,4,
658,fire,0,
658,fire,4,
658,hit,0,4.0
671,fire,0,
671,fire,4,
671,hit,0,4.0
671,dead,0,4.0
683,fire,4,
696,fire,4,
893,fire,3,
893,hit,4,3.0
907,fire,3,
907,hit,4,3.0
920,fire,3,
920,hit,4,3.0
920,dead,4,3.0
932,fire,3,
946,fire,3,
1035,fire,7,
1048,fire,7,
1381,fire,7,
1394,fire,7,
1394,hit,3,7.0
1407,fire,7,
1407,hit,3,7.0
1407,fire,3,
1407,hit,7,3.0
1420,fire,7,
1420,hit,3,7.0
1420,fire,3,
1420,hit,7,3.0
1432,fire,7,
1432,fire,3,
1432,hit,7,3.0
1432,dead,7,3.0
1433,fire,3,
1445,fire,3,
1445,fire,4,
1445,hit,3,4.0
1445,dead,3,4.0
1470,fire,0,
1470,hit,6,0.0
1471,fire,0,
1483,fire,0,
1496,fire,0,
1496,hit,6,0.0
1509,fire,0,
1509,hit,6,0.0
1509,dead,6,0.0
1521,fire,0,
1534,fire,0,
1920,fire,1,
2168,fire,0,
2345,fire,4,
2358,fire,3,
2358,fire,4,
2358,hit,3,4.0
2372,fire,3,
2372,hit,4,3.0
2372,fire,4,
2372,hit,3,4.0
2385,fire,3,
2385,hit,4,3.0
2385,fire,4,
2398,fire,4,
2398,hit,3,4.0
2398,fire,3,
2398,hit,4,3.0
2399,dead,4,3.0
2399,fire,3,
2411,fire,3,
2424,fire,3,
2578,fire,0,
2591,fire,0,
2591,hit,7,0.0
2603,fire,0,
2603,hit,7,0.0
2616,fire,0,
2616,hit,7,0.0
2630,fire,0,
2630,hit,7,0.0
2630,dead,7,0.0
2643,fire,0,
2751,fire,2,
2751,hit,0,2.0
2763,fire,6,
2763,hit,0,6.0
2776,fire,6,
2776,hit,0,6.0
2776,dead,0,6.0
2789,fire,6,
2802,fire,6,
2814,fire,6,
2828,fire,6,
2842,fire,2,
2854,fire,2,
2882,fire,3,
2895,fire,1,
2895,fire,3,
2908,fire,1,
2908,hit,2,1.0
2908,fire,3,
2921,fire,3,
2921,fire,1,
2933,fire,3,
2933,fire,1,
2934,fire,1,
2946,fire,3,
2946,fire,1,
2959,fire,1,
2959,fire,3,
2959,hit,2,1.0
2972,fire,3,
2972,fire,1,
2984,fire,1,
2984,fire,3,
2997,fire,1,
2997,fire,3,
3010,fire,1,
3010,fire,3,
3022,fire,1,
3035,fire,1,
3035,fire,3,
3049,fire,3,
3049,fire,1,
3061,fire,3,
3061,fire,1,
3074,fire,1,
3074,hit,2,1.0
3074,fire,3,
3087,fire,7,
3087,hit,3,7.0
3087,fire,2,
3087,dead,3,7.0
3099,fire,7,
3099,fire,1,
3099,hit,2,1.0
3112,fire,7,
3112,fire,1,
3125,fire,1,
3125,fire,7,
3138,fire,1,
3138,fire,7,
3139,fire,6,
3139,fire,7,
3151,fire,1,
3151,fire,6,
3165,fire,6,
3165,fire,1,
3177,fire,1,
3190,fire,1,
3190,fire,2,
3203,fire,1,
3217,fire,1,
3230,fire,1,
3230,hit,2,1.0
3230,dead,2,1.0
3256,fire,6,
3256,hit,1,6.0
3268,fire,6,
3281,fire,6,
3294,fire,6,
3294,hit,1,6.0
3306,fire,6,
3307,fire,6,
3319,fire,6,
3332,fire,6,
3350,fire,3,
3363,fire,3,
3377,fire,7,
3377,fire,3,
3377,hit,3,7.0
3390,fire,7,
3390,hit,3,7.0
3391,fire,3,
3391,hit,7,3.0
3391,hit,4,3.0
3391,fire,7,
3391,hit,3,7.0
3391,dead,3,7.0
3391,fire,4,
3404,fire,7,
3404,fire,4,
3417,fire,7,
3417,fire,4,
3429,fire,4,
3429,fire,1,
3429,fire,7,
3430,fire,7,
3430,fire,1,
3443,fire,6,
3443,fire,1,
3444,fire,6,
3456,fire,6,
3456,fire,1,
3456,hit,1,6.0
3469,fire,1,
3469,fire,6,
3469,hit,1,6.0
3481,fire,6,
3481,fire,1,
3494,fire,1,
3507,fire,1,
3507,hit,6,1.0
3507,fire,0,
3507,hit,4,0.0
3520,fire,0,
3520,fire,1,
3521,hit,6,1.0
3521,fire,0,
3521,hit,7,0.0
3534,fire,0,
3534,hit,7,0.0
3534,fire,1,
3534,hit,6,1.0
3535,hit,7,0.0
3535,dead,7,0.0
3547,fire,0,
3547,fire,1,
3547,hit,6,1.0
3547,dead,6,1.0
3559,fire,1,
3559,fire,0,
3572,fire,1,
3585,fire,1,
3597,fire,0,
3598,hit,4,0.0
3610,fire,0,
3623,fire,0,
3623,hit,4,0.0
3636,fire,0,
3648,fire,0,
3661,fire,0,
3661,fire,4,
3661,hit,0,4.0
3674,fire,0,
3674,hit,4,0.0
3674,dead,4,0.0
3686,fire,0,
3700,fire,0,
3712,fire,0,
3888,fire,4,
3944,fire,6,
3944,hit,1,6.0
3957,fire,6,
3957,hit,1,6.0
3957,dead,1,6.0
3970,fire,6,
3982,fire,6,
3982,fire,0,
3982,hit,6,0.0
3995,fire,6,
4008,fire,6,
4020,fire,0,
4033,fire,0,
4046,fire,0,
4046,hit,6,0.0
4058,fire,0,
4072,fire,0,
4072,hit,6,0.0
4097,fire,0,
4097,hit,6,0.0
4110,fire,0,
4124,fire,0,
4124,hit,6,0.0
4124,dead,6,0.0
4137,fire,0,
4151,fire,0,
4164,fire,0,
4275,fire,4,
4288,fire,4,
4288,hit,0,4.0
4301,fire,4,
4301,hit,0,4.0
4313,fire,4,
4326,fire,4,
4339,fire,4,
4339,hit,0,4.0
4339,dead,0,4.0
4351,fire,4,
4364,fire,4,
4377,fire,4,
4402,fire,6,
4415,fire,6,
4427,fire,6,
4428,fire,6,
4440,fire,6,
4453,fire,6,
4466,fire,6,
4478,fire,6,
4572,fire,6,
4735,fire,1,
4748,fire,1,
4748,hit,6,1.0
4761,fire,6,
4762,hit,1,6.0
4762,fire,1,
4762,hit,6,1.0
4762,fire,6,
4774,fire,1,
4774,hit,6,1.0
4774,dead,6,1.0
4775,fire,1,
4787,fire,1,
4800,fire,1,
4812,fire,1,
4826,fire,3,
4839,fire,2,
4839,hit,3,2.0
4839,fire,3,
4839,hit,2,3.0
4852,fire,3,
4853,hit,2,3.0
4853,fire,2,
4853,hit,3,2.0
4853,dead,3,2.0
4865,fire,2,
4878,fire,2,
4892,fire,4,
4892,hit,1,4.0
4892,fire,2,
4893,hit,1,4.0
4893,fire,2,
4905,fire,4,
4905,hit,1,4.0
4919,fire,4,
4919,hit,1,4.0
4919,dead,1,4.0
4931,fire,4,
4932,fire,4,
4944,fire,4,
4975,fire,5,
4987,fire,5,
5001,fire,5,
5001,hit,6,5.0
5013,fire,5,
5026,fire,5,
5039,fire,5,
5053,fire,5,
5053,fire,6,
5066,fire,5,
5066,fire,6,
5066,hit,5,6.0
5079,fire,6,
5079,hit,5,6.0
5079,fire,5,
5079,hit,6,5.0
5094,fire,6,
5094,hit,5,6.0
5094,fire,5,
5094,hit,6,5.0
5094,dead,5,6.0
5106,fire,6,
5119,fire,6,
5132,fire,6,
5210,fire,0,
5223,fire,0,
5223,hit,2,0.0
5223,dead,2,0.0
5236,fire,0,
5558,fire,3,
5572,fire,3,
5586,fire,3,
5586,hit,4,3.0
5598,fire,3,
5611,fire,3,
5624,fire,3,
5624,hit,2,3.0
5637,fire,4,
5638,fire,6,
5638,hit,5,6.0
5638,fire,4,
5638,fire,3,
5638,hit,2,3.0
5651,fire,7,
5651,hit,5,7.0
5652,fire,6,
5652,fire,3,
5652,hit,2,3.0
5652,dead,2,3.0
5652,fire,5,
5652,fire,4,
5652,fire,1,
5652,hit,5,6.0
5652,fire,0,
5666,fire,3,
5666,fire,4,
5666,fire,0,
5666,hit,7,0.0
5666,fire,6,
5666,hit,5,6.0
5666,dead,5,6.0
5667,fire,6,
5679,fire,0,
5680,fire,6,
5680,fire,4,
5680,fire,0,
5680,hit,7,0.0
5680,dead,7,0.0
5692,fire,6,
5692,fire,4,
5692,fire,0,
5705,fire,3,
5705,hit,4,3.0
5705,fire,0,
5718,fire,0,
5718,fire,3,
5730,fire,0,
5827,fire,0,
5891,fire,3,
5891,hit,4,3.0
5892,fire,3,
5905,fire,3,
5919,fire,1,
5919,hit,4,1.0
5919,dead,4,1.0
5919,fire,6,
5931,fire,3,
5931,fire,6,
6049,fire,6,
6049,fire,0,
6049,fire,4,
6049,hit,0,6.0
6061,fire,6,
6061,fire,0,
6061,hit,6,0.0
6061,dead,6,0.0
6062,fire,0,
6074,fire,0,
6087,fire,0,
6192,fire,2,
6205,fire,2,
6205,hit,3,2.0
6218,fire,2,
6231,fire,2,
6231,hit,3,2.0
6232,dead,3,2.0
6232,fire,2,
6244,fire,2,
6257,fire,2,
6444,fire,6,
6444,fire,0,
6444,hit,6,0.0
6458,fire,0,
6458,fire,6,
6458,hit,0,6.0
6458,dead,0,6.0
6458,fire,1,
6470,fire,1,
6471,hit,2,1.0
6471,fire,6,
6471,fire,1,
6483,fire,1,
6483,fire,6,
6484,fire,6,
6496,fire,1,
6496,fire,6,
6496,fire,2,
6509,fire,1,
6509,fire,2,
6521,fire,2,
6521,fire,1,
6522,fire,2,
6522,fire,1,
6534,fire,1,
6534,fire,2,
6534,hit,1,2.0
6547,fire,2,
6547,fire,1,
6560,fire,1,
6560,fire,2,
6561,fire,1,
6561,hit,2,1.0
6561,fire,2,
6561,hit,1,2.0
6561,dead,1,2.0
6573,fire,2,
6586,fire,2,
6599,fire,2,
6611,fire,2,
6749,fire,5,
6749,hit,7,5.0
6762,fire,5,
6762,hit,7,5.0
6774,fire,5,
6775,hit,7,5.0
6775,fire,5,
6787,fire,5,
6801,fire,5,
6801,fire,0,
6801,hit,6,0.0
6801,hit,7,5.0
6815,fire,6,
6815,fire,0,
6815,hit,6,0.0
6815,fire,5,
6815,hit,7,5.0
6815,hit,0,6.0
6815,dead,7,5.0
6815,dead,6,0.0
6828,fire,5,
6841,fire,5,
6841,fire,0,
6853,fire,5,
6854,fire,0,
6854,fire,5,
6991,fire,0,
7192,fire,2,
7205,fire,2,
7205,hit,0,2.0
7205,hit,3,2.0
7219,fire,3,
7219,fire,0,
7219,hit,2,0.0
7219,dead,2,0.0
7231,fire,3,
7231,fire,0,
7244,fire,0,
7244,fire,3,
7257,fire,3,
7257,fire,0,
7269,fire,3,
7697,fire,1,
7710,fire,1,
7710,hit,2,1.0
7723,fire,1,
7723,hit,2,1.0
7723,fire,7,
7723,hit,3,7.0
7735,fire,1,
7735,fire,3,
7748,fire,3,
7748,fire,1,
7761,fire,3,
7761,hit,7,3.0
7773,fire,3,
7773,hit,7,3.0
7774,fire,7,
7786,fire,3,
7799,fire,3,
7811,fire,3,
7811,hit,7,3.0
7812,hit,4,3.0
7825,fire,3,
7825,hit,7,3.0
7825,dead,7,3.0
7838,fire,3,
7838,fire,2,
7850,fire,2,
7851,fire,1,
7851,fire,2,
7863,fire,3,
7863,fire,2,
7863,fire,1,
7863,hit,1,2.0
7864,fire,2,
7876,fire,1,
7876,fire,2,
7889,fire,1,
7889,hit,2,1.0
7889,dead,2,1.0
7901,fire,1,
7901,fire,4,
7902,fire,1,
7902,fire,3,
7914,fire,4,
7914,fire,1,
7914,fire,3,
7914,hit,4,3.0
7927,fire,4,
7927,fire,1,
7927,fire,3,
7939,fire,3,
7952,fire,3,
7952,hit,4,3.0
7965,fire,3,
7965,hit,4,3.0
7978,fire,3,
7978,hit,4,3.0
7978,dead,4,3.0
7990,fire,3,
8003,fire,3,
8305,fire,1,
8317,fire,1,
8330,fire,1,
8389,fire,6,
8401,fire,6,
8414,fire,6,
8414,hit,3,6.0
8427,fire,6,
8439,fire,6,
8440,fire,6,
8452,fire,6,
8465,fire,6,
8478,fire,6,
8478,fire,3,
8490,fire,6,
8490,fire,3,
8490,hit,6,3.0
8503,fire,6,
8503,fire,3,
8503,hit,3,6.0
8517,fire,3,
8517,fire,6,
8529,fire,6,
8529,fire,3,
8542,fire,6,
8542,hit,3,6.0
8542,dead,3,6.0
8555,fire,6,
8567,fire,6,
8568,fire,6,
8580,fire,6,
8700,fire,2,
8751,fire,7,
8764,fire,7,
8764,fire,1,
8776,fire,7,
8776,hit,1,7.0
8776,fire,1,
8777,hit,7,1.0
8777,fire,7,
8777,fire,1,
8789,fire,5,
8789,fire,1,
8789,fire,7,
8802,fire,5,
8802,fire,1,
8802,fire,7,
8802,hit,6,5.0
8802,hit,7,1.0
8815,fire,5,
8815,fire,7,
8815,fire,1,
8816,hit,7,1.0
8816,fire,5,
8816,fire,7,
8816,hit,1,7.0
8816,dead,1,7.0
8828,fire,5,
8828,fire,7,
8841,fire,5,
8841,fire,6,
8841,fire,7,
8855,fire,5,
8855,hit,6,5.0
8855,fire,7,
8855,fire,6,
8855,hit,5,6.0
8868,fire,5,
8868,fire,6,
8868,fire,7,
8868,hit,5,6.0
8882,fire,5,
8882,fire,6,
8882,hit,5,6.0
8882,hit,6,5.0
8882,dead,6,5.0
8895,fire,5,
8896,fire,5,
8908,fire,5,
9212,fire,3,
9212,hit,2,3.0
9212,fire,2,
9225,fire,2,
9225,hit,3,2.0
9225,fire,3,
9225,hit,2,3.0
9237,fire,3,
9237,fire,2,
9237,hit,3,2.0
9237,hit,2,3.0
