timestamp,event,src,dst
261,fire,6,
275,fire,6,
288,fire,6,
289,fire,6,
289,hit,4,6.0
303,fire,6,
304,fire,6,
317,fire,6,
317,hit,4,6.0
318,fire,6,
331,fire,6,
332,hit,4,6.0
332,fire,6,
333,fire,6,
346,fire,6,
347,hit,4,6.0
347,fire,6,
360,fire,6,
361,fire,6,
361,hit,4,6.0
361,dead,4,6.0
374,fire,6,
375,fire,6,
389,fire,6,
390,fire,6,
525,fire,9,
525,hit,1,9.0
541,fire,9,
541,hit,1,9.0
541,dead,1,9.0
569,fire,9,
639,fire,5,
653,fire,6,
666,fire,6,
667,hit,9,6.0
667,fire,6,
668,hit,9,6.0
681,fire,6,
682,fire,6,
696,fire,6,
710,fire,6,
710,hit,9,6.0
711,fire,6,
725,fire,6,
725,hit,9,6.0
726,dead,9,6.0
726,fire,6,
740,fire,6,
741,fire,6,
753,fire,6,
754,fire,6,
768,fire,4,
782,fire,4,
795,fire,4,
796,fire,4,
976,fire,4,
977,hit,0,4.0
991,fire,0,
991,fire,4,
992,hit,0,4.0
992,fire,4,
1006,fire,4,
1006,hit,0,4.0
1006,dead,0,4.0
1020,fire,4,
1020,fire,3,
1021,fire,5,
1021,hit,3,5.0
1021,fire,4,
1022,fire,5,
1022,hit,3,5.0
1036,hit,5,3.0
1036,fire,4,
1036,fire,5,
1037,fire,4,
1037,fire,5,
1037,hit,3,5.0
1052,fire,5,
1052,hit,3,5.0
1052,dead,3,5.0
1053,fire,5,
1067,fire,5,
1068,fire,5,
1081,fire,5,
1216,fire,6,
1229,fire,6,
1230,fire,6,
1230,fire,9,
1244,fire,6,
1245,hit,4,6.0
1245,fire,6,
1245,fire,9,
1259,fire,6,
1260,hit,4,6.0
1260,fire,6,
1261,fire,6,
1261,hit,4,6.0
1261,fire,9,
1261,fire,4,
1262,fire,6,
1262,hit,4,6.0
1276,fire,6,
1276,hit,4,6.0
1277,dead,4,6.0
1277,fire,6,
1278,fire,9,
1291,fire,6,
1292,fire,6,
1305,fire,9,
1306,fire,6,
1320,fire,9,
1335,fire,9,
1349,fire,9,
1380,fire,9,
1394,fire,9,
1408,fire,9,
1408,hit,1,9.0
1422,fire,9,
1422,hit,1,9.0
1422,fire,1,
1423,hit,9,1.0
1423,dead,9,1.0
1618,fire,4,
1632,fire,4,
1646,fire,4,
1660,fire,4,
1674,fire,4,
1688,fire,4,
1702,fire,4,
1716,fire,3,
1716,hit,4,3.0
1717,dead,4,3.0
1730,fire,3,
1744,fire,3,
1759,fire,3,
1901,fire,7,
1916,fire,7,
1931,fire,7,
1945,fire,7,
1960,fire,7,
1960,hit,3,7.0
1960,dead,3,7.0
1974,fire,7,
1989,fire,7,
2005,fire,8,
2048,fire,4,
2061,fire,4,
2062,fire,4,
2104,fire,4,
2118,fire,9,
2118,hit,0,9.0
2133,fire,9,
2133,hit,0,9.0
2147,fire,9,
2148,fire,9,
2161,fire,9,
2176,fire,9,
2190,fire,9,
2191,hit,0,9.0
2191,dead,0,9.0
2191,fire,9,
2205,fire,9,
2422,fire,5,
2504,fire,5,
2518,fire,5,
2548,fire,5,
2562,fire,5,
2563,fire,5,
2576,fire,5,
2591,fire,5,
2591,fire,6,
2605,fire,5,
2619,fire,6,
2641,fire,6,
2669,fire,6,
2698,fire,2,
2698,fire,4,
2699,fire,6,
2699,fire,2,
2713,fire,4,
2713,hit,6,4.0
2713,fire,2,
2714,fire,4,
2714,hit,6,4.0
2714,fire,2,
2727,fire,6,
2728,fire,4,
2728,hit,6,4.0
2728,hit,1,4.0
2729,hit,2,4.0
2742,fire,2,
2742,fire,4,
2743,hit,6,4.0
2743,hit,1,4.0
2743,dead,1,4.0
2744,fire,2,
2758,fire,4,
2772,fire,4,
2786,fire,2,
2787,fire,4,
2787,hit,6,4.0
2801,fire,4,
2815,fire,4,
2816,fire,4,
2830,fire,4,
2830,hit,6,4.0
2844,fire,4,
2844,hit,6,4.0
2844,dead,6,4.0
2845,fire,4,
2858,fire,4,
2873,fire,4,
2888,fire,5,
2902,fire,5,
2903,fire,5,
3018,fire,0,
3062,fire,2,
3063,fire,3,
3077,fire,0,
3077,fire,3,
3078,fire,3,
3078,hit,5,3.0
3078,dead,5,3.0
3079,fire,2,
3079,hit,8,2.0
3093,fire,3,
3093,fire,2,
3094,fire,3,
3107,fire,3,
3108,fire,3,
3108,fire,2,
3108,fire,8,
3109,fire,2,
3122,fire,8,
3137,fire,2,
3137,fire,8,
3137,fire,0,
3138,fire,2,
3151,fire,8,
3152,fire,8,
3165,fire,2,
3180,fire,8,
3180,hit,2,8.0
3180,fire,2,
3194,fire,8,
3195,hit,2,8.0
3210,fire,8,
3210,hit,2,8.0
3210,dead,2,8.0
3211,fire,8,
3225,fire,8,
3239,fire,8,
3441,fire,3,
3442,hit,8,3.0
3442,fire,3,
3456,fire,3,
3469,fire,3,
3484,fire,3,
3485,fire,3,
3499,fire,3,
3500,fire,3,
3521,fire,4,
3537,fire,8,
3537,hit,6,8.0
3538,fire,4,
3538,fire,8,
3538,hit,6,8.0
3552,fire,4,
3552,fire,8,
3552,hit,6,8.0
3553,fire,4,
3553,hit,0,4.0
3553,fire,8,
3554,fire,4,
3554,hit,0,4.0
3568,fire,4,
3569,fire,8,
3569,fire,4,
3569,hit,6,8.0
3570,dead,6,8.0
3585,fire,4,
3585,hit,0,4.0
3585,dead,0,4.0
3586,fire,8,
3586,fire,4,
3600,fire,4,
3601,fire,8,
3601,fire,4,
3615,fire,8,
3615,fire,4,
3616,fire,8,
3631,fire,8,
3645,fire,8,
3646,fire,8,
3659,fire,3,
3674,fire,3,
3760,fire,5,
3774,fire,5,
3817,fire,7,
3818,hit,1,7.0
3818,fire,7,
3819,dead,1,7.0
3833,fire,7,
3848,fire,7,
3877,fire,9,
3891,fire,3,
3891,fire,5,
3891,hit,5,3.0
3905,fire,3,
3905,hit,5,3.0
3906,dead,5,3.0
3906,fire,3,
