timestamp,event,src,dst
137,fire,3,
727,fire,7,
746,fire,7,
758,fire,7,
769,fire,0,
777,fire,7,
777,hit,0,7.0
777,fire,0,
777,hit,7,0.0
783,fire,0,
786,fire,7,
786,hit,0,7.0
788,fire,6,
793,fire,7,
797,fire,0,
797,hit,7,0.0
800,fire,7,
802,fire,1,
802,hit,6,1.0
804,fire,0,
804,hit,7,0.0
809,fire,7,
812,fire,0,
812,hit,7,0.0
812,dead,7,0.0
814,fire,1,
814,hit,6,1.0
818,fire,4,
821,fire,0,
824,fire,4,
826,fire,1,
826,hit,6,1.0
828,fire,6,
829,fire,4,
829,hit,6,4.0
829,dead,6,4.0
836,fire,4,
837,fire,1,
839,fire,4,
843,fire,4,
848,fire,4,
850,fire,1,
1039,fire,5,
1047,fire,5,
1047,hit,2,5.0
1047,dead,2,5.0
1055,fire,5,
1061,fire,5,
1190,fire,7,
1197,fire,7,
1197,hit,0,7.0
1200,fire,7,
1208,fire,7,
1208,hit,0,7.0
1208,dead,0,7.0
1214,fire,7,
1220,fire,7,
1226,fire,7,
1234,fire,3,
1239,fire,3,
1244,fire,3,
1248,fire,3,
1254,fire,3,
1259,fire,3,
1263,fire,3,
1277,fire,3,
1282,fire,3,
1286,fire,3,
1290,fire,3,
1295,fire,3,
1295,hit,5,3.0
1298,fire,5,
1298,hit,3,5.0
1298,dead,3,5.0
1306,fire,5,
1314,fire,5,
1440,fire,2,
1491,fire,1,
1603,fire,0,
1610,fire,0,
1614,fire,3,
1617,fire,1,
1619,fire,0,
1621,fire,3,
1623,fire,6,
1625,fire,3,
1625,fire,0,
1625,hit,2,0.0
1629,fire,3,
1631,fire,0,
1633,fire,3,
1638,fire,0,
1638,hit,2,0.0
1641,fire,3,
1641,hit,0,3.0
1643,fire,6,
1643,fire,3,
1647,fire,3,
1647,fire,6,
1650,fire,0,
1652,fire,3,
1652,hit,0,3.0
1652,dead,0,3.0
1657,fire,3,
1661,fire,6,
1663,fire,3,
1665,fire,3,
1665,fire,6,
1671,fire,3,
1675,fire,3,
1680,fire,3,
1680,fire,6,
1686,fire,3,
1689,fire,6,
1691,fire,3,
1694,fire,3,
1699,fire,3,
1703,fire,6,
1705,fire,3,
1708,fire,6,
1721,fire,6,
1727,fire,6,
1734,fire,6,
1739,fire,6,
1749,fire,6,
1754,fire,6,
1773,fire,6,
1779,fire,6,
1919,fire,2,
1926,fire,2,
1961,fire,3,
1967,fire,3,
1971,fire,3,
1985,fire,3,
1987,fire,7,
1990,fire,3,
1994,fire,3,
2182,fire,5,
2184,fire,1,
2190,fire,5,
2190,hit,2,5.0
2190,dead,2,5.0
2192,fire,1,
2192,hit,3,1.0
2196,fire,5,
2201,fire,1,
2201,hit,3,1.0
2204,fire,5,
2207,fire,1,
2207,hit,3,1.0
2208,fire,3,
2212,fire,3,
2217,fire,1,
2217,hit,3,1.0
2217,dead,3,1.0
2226,fire,1,
2237,fire,1,
2433,fire,6,
2445,fire,6,
2452,fire,6,
2470,fire,3,
2476,fire,3,
2488,fire,2,
2504,fire,2,
2533,fire,5,
2541,fire,5,
2547,fire,5,
2554,fire,5,
2562,fire,5,
2565,fire,2,
2573,fire,3,
2578,fire,2,
2578,fire,3,
2583,fire,3,
2587,fire,3,
2591,fire,5,
2593,fire,3,
2595,fire,1,
2595,hit,3,1.0
2595,fire,2,
2597,fire,3,
2600,fire,5,
2602,fire,3,
2604,fire,1,
2604,hit,3,1.0
2606,fire,3,
2608,fire,5,
2611,fire,2,
2613,fire,3,
2613,fire,1,
2613,hit,3,1.0
2615,fire,5,
2615,hit,6,5.0
2617,fire,3,
2621,fire,1,
2621,hit,3,1.0
2621,fire,3,
2624,fire,3,
2626,fire,2,
2628,fire,6,
2632,fire,3,
2632,hit,1,3.0
2633,fire,1,
2633,hit,3,1.0
2636,fire,3,
2636,hit,1,3.0
2636,fire,6,
2640,fire,1,
2640,hit,3,1.0
2640,dead,3,1.0
2642,fire,6,
2648,fire,6,
2651,fire,1,
2653,fire,5,
2659,fire,1,
2662,fire,5,
2665,fire,6,
2668,fire,6,
2670,fire,5,
2674,fire,6,
2682,fire,6,
2691,fire,6,
2727,fire,6,
2758,fire,6,
2783,fire,6,
2793,fire,6,
2800,fire,6,
2809,fire,6,
2816,fire,6,
2824,fire,6,
2832,fire,6,
2839,fire,6,
2895,fire,3,
2902,fire,2,
2908,fire,3,
3146,fire,5,
3146,hit,6,5.0
3146,dead,6,5.0
3160,fire,5,
3163,fire,4,
3167,fire,7,
3167,hit,0,7.0
3182,fire,7,
3191,fire,7,
3199,fire,7,
3209,fire,7,
3222,fire,7,
3234,fire,7,
3249,fire,5,
3250,hit,7,5.0
3250,dead,7,5.0
3265,fire,5,
3367,fire,3,
3371,fire,3,
3372,hit,1,3.0
3376,fire,3,
3382,fire,3,
3382,hit,1,3.0
3382,dead,1,3.0
3386,fire,3,
3390,fire,3,
3397,fire,3,
3400,fire,3,
3405,fire,3,
3409,fire,3,
3414,fire,3,
3418,fire,3,
3424,fire,3,
3458,fire,2,
3475,fire,3,
3477,fire,3,
3483,fire,3,
3483,hit,0,3.0
3487,fire,3,
3492,fire,3,
3492,hit,0,3.0
3492,dead,0,3.0
3497,fire,3,
3500,fire,3,
3505,fire,3,
3510,fire,3,
3727,fire,2,
3791,fire,3,
3797,fire,3,
3801,fire,3,
3807,fire,3,
3807,hit,1,3.0
3812,fire,3,
3816,fire,3,
3818,fire,1,
3820,fire,3,
3825,fire,3,
3830,fire,1,
3832,fire,3,
3832,hit,1,3.0
3834,fire,3,
3838,fire,3,
3841,fire,1,
3841,hit,3,1.0
3843,fire,3,
3843,hit,1,3.0
3847,fire,5,
3847,hit,3,5.0
3847,dead,3,5.0
3852,fire,1,
3864,fire,5,
3866,fire,1,
3916,fire,2,
3931,fire,3,
3966,fire,3,
3977,fire,3,
3988,fire,3,
4211,fire,5,
4227,fire,5,
4227,hit,2,5.0
4227,dead,2,5.0
4242,fire,5,
4242,hit,7,5.0
4242,dead,7,5.0
4257,fire,5,
4556,fire,2,
4658,fire,3,
4668,fire,3,
4684,fire,3,
4684,hit,5,3.0
4694,fire,3,
4694,hit,5,3.0
4703,fire,5,
4703,hit,3,5.0
4706,fire,3,
4719,fire,3,
4722,fire,5,
4730,fire,3,
4736,fire,5,
4736,hit,3,5.0
4741,fire,3,
4741,hit,5,3.0
4750,fire,5,
4750,hit,3,5.0
4750,dead,3,5.0
4768,fire,5,
4998,fire,3,
4998,hit,1,3.0
5005,fire,3,
5005,hit,1,3.0
5005,dead,1,3.0
5010,fire,3,
5017,fire,3,
5068,fire,5,
5070,fire,5,
5071,fire,5,
5072,fire,5,
5074,fire,5,
5076,fire,5,
5077,fire,5,
5080,fire,5,
5082,fire,5,
5086,fire,5,
5089,fire,5,
5091,fire,5,
5093,fire,5,
5095,fire,5,
5095,fire,4,
5098,fire,5,
5100,fire,5,
5102,fire,5,
5102,fire,4,
5105,fire,5,
5107,fire,5,
5107,fire,4,
5107,fire,2,
5107,hit,4,2.0
5109,fire,5,
5111,fire,4,
5115,fire,4,
5115,hit,2,4.0
5119,fire,4,
5125,fire,4,
5129,fire,4,
5135,fire,4,
5135,hit,2,4.0
5140,fire,4,
5140,hit,2,4.0
5146,fire,4,
5146,hit,2,4.0
5146,dead,2,4.0
5151,fire,4,
5155,fire,4,
5159,fire,4,
5164,fire,4,
5273,fire,3,
5276,fire,5,
5281,fire,3,
5281,hit,5,3.0
5281,dead,5,3.0
5285,fire,3,
5292,fire,3,
5298,fire,3,
5371,fire,2,
5381,fire,2,
5391,fire,2,
5407,fire,0,
5437,fire,1,
5443,fire,1,
5449,fire,1,
5457,fire,6,
5458,fire,1,
5461,fire,1,
5461,fire,6,
5462,hit,4,6.0
5462,dead,4,6.0
5467,fire,1,
5467,fire,6,
5475,fire,1,
5477,fire,6,
5481,fire,1,
5485,fire,6,
5487,fire,1,
5493,fire,1,
5499,fire,1,
5505,fire,1,
5511,fire,1,
5520,fire,1,
5524,fire,1,
5530,fire,1,
5537,fire,1,
5588,fire,7,
5597,fire,7,
5603,fire,7,
5612,fire,7,
5619,fire,7,
5635,fire,7,
5637,fire,2,
5642,fire,2,
5647,fire,7,
5651,fire,2,
5662,fire,7,
5662,hit,0,7.0
5663,fire,0,
5663,hit,7,0.0
5669,fire,7,
5672,fire,0,
5672,hit,7,0.0
5674,fire,2,
5677,fire,0,
5682,fire,2,
5685,fire,7,
5685,hit,1,7.0
5685,fire,0,
5685,hit,7,0.0
5690,fire,7,
5690,hit,0,7.0
5693,fire,0,
5693,hit,7,0.0
5693,dead,7,0.0
5695,fire,2,
5698,fire,2,
5698,fire,0,
5704,fire,0,
5712,fire,0,
5913,fire,3,
5913,hit,1,3.0
5920,fire,3,
5920,hit,1,3.0
5925,fire,3,
5925,hit,1,3.0
5931,fire,4,
5934,fire,3,
5934,hit,1,3.0
5934,dead,1,3.0
5938,fire,4,
5940,fire,3,
5943,fire,4,
5945,fire,3,
5947,fire,4,
5951,fire,4,
5956,fire,4,
5960,fire,4,
5965,fire,4,
5983,fire,4,
5988,fire,4,
5993,fire,4,
5998,fire,4,
6002,fire,4,
6054,fire,4,
6054,hit,2,4.0
6060,fire,4,
6065,fire,4,
6065,hit,2,4.0
6081,fire,4,
6081,hit,2,4.0
6087,fire,4,
6091,fire,4,
6108,fire,4,
6108,hit,2,4.0
6115,fire,4,
6131,fire,4,
6131,hit,2,4.0
6137,fire,4,
6153,fire,4,
6159,fire,4,
6159,hit,2,4.0
6167,fire,6,
6173,fire,1,
6175,fire,4,
6181,fire,4,
6183,fire,6,
6183,hit,4,6.0
6193,fire,6,
6193,hit,4,6.0
6197,fire,4,
6199,fire,1,
6203,fire,6,
6203,hit,4,6.0
6203,fire,4,
6216,fire,6,
6216,hit,4,6.0
6220,fire,4,
6223,fire,1,
6225,fire,4,
6228,fire,6,
6228,hit,4,6.0
6231,fire,4,
6239,fire,6,
6239,hit,4,6.0
6242,fire,4,
6247,fire,4,
6249,fire,1,
6249,fire,6,
6249,hit,4,6.0
6250,dead,4,6.0
6262,fire,6,
6273,fire,6,
6275,fire,1,
6433,fire,5,
6441,fire,5,
6447,fire,2,
6449,fire,5,
6453,fire,2,
6457,fire,2,
6461,fire,5,
6461,hit,2,5.0
6461,dead,2,5.0
6467,fire,5,
6550,fire,1,
6600,fire,3,
6607,fire,3,
6612,fire,5,
6614,fire,3,
6614,hit,5,3.0
6618,fire,5,
6618,hit,3,5.0
6618,dead,3,5.0
6624,fire,5,
6631,fire,5,
6691,fire,6,
6698,fire,6,
6698,hit,4,6.0
6702,fire,6,
6714,fire,6,
6723,fire,6,
6723,hit,4,6.0
6730,fire,6,
6740,fire,6,
6740,hit,4,6.0
6744,fire,6,
6751,fire,6,
6751,hit,4,6.0
6751,dead,4,6.0
6757,fire,6,
6763,fire,6,
6770,fire,6,
6790,fire,1,
6827,fire,6,
6830,fire,0,
6833,fire,6,
6838,fire,0,
6838,hit,6,0.0
6839,fire,6,
6845,fire,6,
6845,fire,0,
6845,hit,6,0.0
6850,fire,6,
6850,hit,0,6.0
6852,fire,0,
6855,fire,6,
6855,hit,0,6.0
6859,fire,0,
6859,hit,6,0.0
6861,fire,6,
6861,hit,0,6.0
6861,dead,0,6.0
6866,fire,6,
6872,fire,6,
6972,fire,5,
6980,fire,5,
6988,fire,5,
6988,hit,6,5.0
6995,fire,5,
6995,hit,6,5.0
6995,dead,6,5.0
7003,fire,5,
7005,fire,1,
7011,fire,5,
7016,fire,1,
7025,fire,1,
7141,fire,3,
7141,hit,1,3.0
7149,fire,3,
7149,hit,1,3.0
7152,fire,5,
7154,fire,5,
7156,fire,5,
7157,fire,5,
7159,fire,5,
7162,fire,5,
7163,fire,5,
7166,fire,5,
7168,fire,5,
7171,fire,5,
7173,fire,5,
7173,fire,1,
7175,fire,5,
7177,fire,5,
7180,fire,5,
7183,fire,5,
7185,fire,5,
7187,fire,5,
7189,fire,5,
7191,fire,5,
7193,fire,5,
7233,fire,3,
7233,hit,1,3.0
7233,dead,1,3.0
7239,fire,3,
7239,hit,5,3.0
7239,dead,5,3.0
7245,fire,3,
7251,fire,3,
7257,fire,3,
7506,fire,5,
7515,fire,5,
7523,fire,5,
7523,hit,6,5.0
7523,dead,6,5.0
7529,fire,5,
7536,fire,5,
7632,fire,2,
7636,fire,3,
7636,hit,4,3.0
7636,dead,4,3.0
7642,fire,3,
7648,fire,3,
7655,fire,3,
7697,fire,1,
7833,fire,6,
7836,fire,6,
7958,fire,5,
7980,fire,6,
7984,fire,5,
7987,fire,3,
7987,hit,5,3.0
7993,fire,3,
7993,hit,5,3.0
7996,fire,5,
7996,hit,3,5.0
7996,dead,3,5.0
8000,fire,5,
8002,fire,6,
8007,fire,5,
8007,hit,2,5.0
8007,dead,2,5.0
8014,fire,5,
8021,fire,5,
8027,fire,5,
8277,fire,3,
8277,hit,0,3.0
8283,fire,3,
8289,fire,3,
8295,fire,3,
8302,fire,3,
8308,fire,3,
8312,fire,0,
8314,fire,3,
8314,hit,0,3.0
8320,fire,3,
8320,hit,0,3.0
8320,dead,0,3.0
8327,fire,3,
8333,fire,3,
8415,fire,3,
8423,fire,3,
8428,fire,3,
8428,hit,5,3.0
8428,dead,5,3.0
8435,fire,3,
8441,fire,3,
8449,fire,3,
8555,fire,6,
8560,fire,6,
8566,fire,6,
8566,hit,1,6.0
8571,fire,6,
8572,hit,1,6.0
8579,fire,6,
8586,fire,6,
8589,fire,3,
8591,fire,6,
8596,fire,3,
8598,fire,6,
8598,hit,1,6.0
8600,fire,1,
8602,fire,3,
8605,fire,6,
8605,hit,1,6.0
8610,fire,1,
8610,hit,6,1.0
8610,fire,6,
8610,hit,1,6.0
8615,fire,6,
8618,fire,1,
8621,fire,6,
8625,fire,1,
8628,fire,6,
8631,fire,1,
8633,fire,6,
8637,fire,1,
8639,fire,6,
8643,fire,6,
8646,fire,1,
8646,hit,6,1.0
8649,fire,6,
8652,fire,1,
8652,hit,6,1.0
8655,fire,6,
