timestamp,is_bot_0,loc_x_0,loc_y_0,loc_z_0,s_x_0,s_y_0,s_z_0,d_a_0,d_p_0,d_e_0,tar_0,is_bot_1,loc_x_1,loc_y_1,loc_z_1,s_x_1,s_y_1,s_z_1,d_a_1,d_p_1,d_e_1,tar_1,is_bot_2,loc_x_2,loc_y_2,loc_z_2,s_x_2,s_y_2,s_z_2,d_a_2,d_p_2,d_e_2,tar_2,is_bot_3,loc_x_3,loc_y_3,loc_z_3,s_x_3,s_y_3,s_z_3,d_a_3,d_p_3,d_e_3,tar_3,is_bot_4,loc_x_4,loc_y_4,loc_z_4,s_x_4,s_y_4,s_z_4,d_a_4,d_p_4,d_e_4,tar_4,is_bot_5,loc_x_5,loc_y_5,loc_z_5,s_x_5,s_y_5,s_z_5,d_a_5,d_p_5,d_e_5,tar_5,is_bot_6,loc_x_6,loc_y_6,loc_z_6,s_x_6,s_y_6,s_z_6,d_a_6,d_p_6,d_e_6,tar_6,is_bot_7,loc_x_7,loc_y_7,loc_z_7,s_x_7,s_y_7,s_z_7,d_a_7,d_p_7,d_e_7,tar_7
1640777380989.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777380993.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777380994.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777380995.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777380996.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777380997.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777381057.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,0.2032514609,-0.9776496224,0.0537592724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,,,,
1640777381063.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,-0.0876237495,-0.9951944496,0.0437045305,0.0031883525425374,186.82748964353175,2341.472489936677,4.0,,,,,,,,,,,,0.0,-445.111725,-836.875061,164.507843,0.2479068249,0.9550498176,0.1625486146,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,0.0484907798093007,119.23803592216096,387.6144205161589,4.0
1640777381065.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,-0.0876237495,-0.9951944496,0.0437045305,0.0031883525425374,186.82748964353175,2341.472489936677,4.0,,,,,,,,,,,,0.0,-445.111725,-836.875061,164.507843,0.2479068249,0.9550498176,0.1625486146,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,0.0484907798093007,119.23803592216096,387.6144205161589,4.0
1640777381067.8623,,,,,,,,,,,,,,,,,,,,,,,0.0,-379.33548,1492.644287,-62.442623,-0.0876237495,-0.9951944496,0.0437045305,0.0031883525425374,186.82748964353175,2341.472489936677,4.0,,,,,,,,,,,,0.0,-445.111725,-836.875061,164.507843,0.2479068249,0.9550498176,0.1625486146,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-813.93042,-801.5047,278.379028,1.0,0.0,0.0,0.0484907798093007,119.23803592216096,387.6144205161589,4.0
