timestamp,is_bot_0,loc_x_0,loc_y_0,loc_z_0,s_x_0,s_y_0,s_z_0,d_a_0,d_p_0,d_e_0,tar_0,is_bot_1,loc_x_1,loc_y_1,loc_z_1,s_x_1,s_y_1,s_z_1,d_a_1,d_p_1,d_e_1,tar_1,is_bot_2,loc_x_2,loc_y_2,loc_z_2,s_x_2,s_y_2,s_z_2,d_a_2,d_p_2,d_e_2,tar_2,is_bot_3,loc_x_3,loc_y_3,loc_z_3,s_x_3,s_y_3,s_z_3,d_a_3,d_p_3,d_e_3,tar_3,is_bot_4,loc_x_4,loc_y_4,loc_z_4,s_x_4,s_y_4,s_z_4,d_a_4,d_p_4,d_e_4,tar_4,is_bot_5,loc_x_5,loc_y_5,loc_z_5,s_x_5,s_y_5,s_z_5,d_a_5,d_p_5,d_e_5,tar_5,is_bot_6,loc_x_6,loc_y_6,loc_z_6,s_x_6,s_y_6,s_z_6,d_a_6,d_p_6,d_e_6,tar_6,is_bot_7,loc_x_7,loc_y_7,loc_z_7,s_x_7,s_y_7,s_z_7,d_a_7,d_p_7,d_e_7,tar_7
1640779489696.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489698.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489700.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489701.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489703.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489704.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489714.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489729.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640779489758.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,305.464142,263.05481,-200.022644,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489768.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,305.464142,263.05481,-200.022644,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489789.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,308.434601,259.5,-200.298676,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489792.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,308.434601,259.5,-200.298676,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489807.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,308.434601,259.5,-200.298676,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489809.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,308.434601,259.5,-200.298676,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489816.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.671509,263.00058,-201.640671,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489831.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.691956,263.054443,-201.610046,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489842.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.680176,263.022064,-201.628784,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489857.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.695709,263.064819,-201.60405,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489871.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.694336,263.10556,-201.573868,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489883.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.688538,263.112915,-201.565811,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489898.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.600464,263.218872,-201.446716,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489908.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.59845,263.221039,-201.444229,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489924.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.552338,263.272217,-201.384842,1.0,0.0,0.0,,,,,,,,,,,,,,,
1640779489935.0283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,297.738434,268.042145,-199.753784,-0.8211837336,-0.5506355056,-0.1498593193,,,,,,,,,,,,,,,,0.0,307.558594,263.265411,-201.392776,1.0,0.0,0.0,,,,,,,,,,,,,,,
