timestamp,event,src,dst
0,fire,1,
264,fire,6,
279,fire,6,
292,fire,6,
293,hit,4,6.0
293,fire,6,
307,fire,6,
308,fire,6,
308,hit,4,6.0
323,fire,6,
324,fire,6,
324,hit,4,6.0
337,fire,6,
338,hit,4,6.0
338,fire,6,
353,fire,6,
353,hit,4,6.0
354,fire,6,
368,fire,6,
368,hit,4,6.0
368,dead,4,6.0
369,fire,6,
382,fire,6,
383,fire,6,
397,fire,6,
525,fire,9,
525,hit,1,9.0
542,fire,9,
542,hit,1,9.0
542,dead,1,9.0
572,fire,9,
639,fire,5,
654,fire,6,
669,fire,6,
669,hit,9,6.0
670,hit,9,6.0
683,fire,6,
684,fire,6,
698,fire,6,
699,fire,6,
713,fire,6,
713,hit,9,6.0
728,fire,6,
729,hit,9,6.0
729,dead,9,6.0
729,fire,6,
743,fire,6,
744,fire,6,
758,fire,6,
759,fire,6,
775,fire,4,
789,fire,4,
804,fire,4,
977,fire,4,
977,hit,0,4.0
992,fire,0,
992,fire,4,
992,hit,0,4.0
993,hit,0,4.0
1007,fire,4,
1007,hit,0,4.0
1008,dead,0,4.0
1008,fire,4,
1023,fire,4,
1023,fire,3,
1023,fire,5,
1023,hit,3,5.0
1024,fire,4,
1024,fire,5,
1024,hit,3,5.0
1040,hit,5,3.0
1040,fire,4,
1040,fire,5,
1041,fire,4,
1041,fire,5,
1041,hit,3,5.0
1054,fire,5,
1055,hit,3,5.0
1055,dead,3,5.0
1055,fire,5,
1069,fire,5,
1083,fire,5,
1217,fire,6,
1233,fire,6,
1233,fire,9,
1234,fire,6,
1248,fire,6,
1248,hit,4,6.0
1248,fire,9,
1249,fire,6,
1249,hit,4,6.0
1264,fire,6,
1265,hit,4,6.0
1265,fire,6,
1265,fire,9,
1265,fire,4,
1266,fire,6,
1266,hit,4,6.0
1281,fire,6,
1281,hit,4,6.0
1281,dead,4,6.0
1282,fire,6,
1282,fire,9,
1297,fire,6,
1297,fire,9,
1311,fire,9,
1341,fire,9,
1356,fire,9,
1371,fire,9,
