timestamp,is_bot,loc_x,loc_y,loc_z,s_x,s_y,s_z,d_a,d_p,d_e,tar
184,0.0,1934.314331,-476.165375,-290.453461,-0.9704261626,-0.1376792706,0.1982863619,0.0624290965,275.6112719139,792.4550703564,3.0
185,0.0,1930.699097,-474.672729,-290.476929,-0.9766128142,-0.0438490135,0.2104867576,0.05230677,251.7461978579,788.7215214289,3.0
186,0.0,1930.539062,-474.679871,-290.514069,-0.9766128142,-0.0438490135,0.2104867576,0.0522070272,251.4317986541,788.4684546601,3.0
187,0.0,1927.301147,-473.390686,-291.378265,-0.9772772248,-0.0249905845,0.2104868088,0.0501848642,245.5683393595,785.0354665032,3.0
188,0.0,1924.830811,-472.568329,-290.471802,-0.9770136531,-0.0103548351,0.2129251019,0.0504981256,245.6554501353,782.9372318874,3.0
189,0.0,1922.011719,-471.638947,-290.482422,-0.9767993746,-0.0075144709,0.2140245654,0.0507121977,245.2644173247,780.0821623883,3.0
190,0.0,1918.722168,-470.556366,-290.470764,-0.9767550054,-0.0073044663,0.2142342274,0.0508122547,244.4451616713,776.7305308226,3.0
191,0.0,1917.832886,-470.269012,-290.45871,-0.9767550054,-0.0073044663,0.2142342274,0.0508354435,244.2190127969,775.8395419538,3.0
192,0.0,1908.498657,-467.545837,-290.430145,-0.9766034143,-0.0065903917,0.2149472909,0.0511895588,242.0696510897,766.4165105145,3.0
193,0.0,1906.685608,-467.0881955,-290.4339445,-0.9764215338,-0.0045935826,0.2158126922,0.0513884647,241.9452814598,764.5827934643,3.0
194,0.0,1901.165283,-465.924042,-290.640717,-0.976161667,-0.0009052056,0.2170428078,0.0517408655,241.0715145334,759.2865225476,3.0
195,0.0,1897.164551,-465.461792,-291.174164,-0.9761618072,-0.0007487016,0.2170427737,0.0516448632,239.5745719821,755.2541057046,3.0
196,0.0,1893.136841,-465.251129,-291.726349,-0.9761618072,-0.0007487016,0.2170427737,0.0515384985,238.0375394937,751.162082127,3.0
197,0.0,1889.166138,-464.698212,-291.693665,-0.9761618072,-0.0007487016,0.2170427737,0.0516508295,237.021930844,747.1649414843,3.0
198,0.0,1885.974976,-464.286194,-291.694214,-0.9761618072,-0.0007487016,0.2170427737,0.0517475091,236.2283923317,743.9859760587,3.0
199,0.0,1881.991089,-463.816376,-291.772644,-0.9761618072,-0.0007487016,0.2170427737,0.0517920377,235.0267770089,739.8917569164,3.0
200,0.0,1878.57312,-463.44455,-291.806915,-0.9761618072,-0.0007487016,0.2170427737,0.0520068769,234.5054173741,736.7646548062,3.0
201,0.0,1875.460693,-463.131927,-291.77655,-0.9761618072,-0.0007487016,0.2170427737,0.052124775,233.7655326633,733.631235433,3.0
202,0.0,1871.919067,-462.803925,-291.711578,-0.9761618072,-0.0007487016,0.2170427737,0.0522486807,232.8793134373,730.0061084715,3.0
203,0.0,1869.031006,-462.551361,-291.64032,-0.9761618072,-0.0007487016,0.2170427737,0.0523848458,232.2478135759,727.1051600136,3.0
204,0.0,1865.241821,-462.246796,-291.651367,-0.9761618072,-0.0007487016,0.2170427737,0.052537145,231.3663656357,723.3232069189,3.0
205,0.0,1862.536499,-462.049133,-291.62677,-0.9761618072,-0.0007487016,0.2170427737,0.0526429652,230.7160776698,720.5844668627,3.0
206,0.0,1861.713623,-461.986115,-291.610779,-0.9761618072,-0.0007487016,0.2170427737,,,,
207,0.0,1856.015625,-461.614838,-291.52832,-0.9761618072,-0.0007487016,0.2170427737,,,,
208,0.0,1852.648315,-461.430084,-291.591217,-0.9761618072,-0.0007487016,0.2170427737,,,,
209,0.0,1849.114502,-461.256073,-291.51062,-0.9761589808,-0.0024639745,0.2170427908,,,,
210,0.0,1845.769043,-461.148102,-291.449005,-0.9759160463,-0.0097159828,0.2179299665,,,,
211,0.0,1843.031738,-461.032257,-291.298309,-0.9759012402,-0.0101052088,0.2179785636,,,,
212,0.0,1839.82959,-460.924408,-291.164185,-0.9758757539,-0.0123233991,0.2179785466,,,,
213,0.0,1836.254761,-460.888672,-291.024323,-0.9756588548,-0.0239820229,0.2179785807,,,,
214,0.0,1832.383179,-460.896729,-290.801849,-0.9757539403,-0.0399072102,0.2152014466,,,,
215,0.0,1829.366089,-460.89212,-290.577393,-0.9754217344,-0.0474767301,0.2151706303,,,,
216,0.0,1825.81189,-460.85614,-290.308838,-0.9753724176,-0.0484794205,0.2151706133,,,,
217,0.0,1822.298218,-460.827728,-290.1297,-0.9753724176,-0.0484794205,0.2151706133,,,,
218,0.0,1819.044556,-460.816162,-289.970764,-0.9753724176,-0.0484794205,0.2151706133,,,,
219,0.0,1815.867432,-460.818085,-289.757385,-0.9753724176,-0.0484794205,0.2151706133,,,,
220,0.0,1812.261719,-460.833954,-289.508118,-0.9753724176,-0.0484794205,0.2151706133,,,,
221,0.0,1811.532227,-460.839203,-289.474579,-0.9753724176,-0.0484794205,0.2151706133,,,,
222,0.0,1805.97937,-460.893005,-289.311951,-0.9753724176,-0.0484794205,0.2151706133,,,,
223,0.0,1802.68811,-460.944336,-289.02475,-0.9753724176,-0.0484794205,0.2151706133,,,,
224,0.0,1799.751709,-460.993195,-288.97995,-0.9753330419,-0.0492651734,0.2151706303,,,,
225,0.0,1796.898071,-461.035522,-289.03064,-0.9753254899,-0.0494145308,0.2151706133,,,,
226,0.0,1794.10376,-461.075867,-289.07489,-0.9753254899,-0.0494145308,0.2151706133,,,,
