timestamp,is_bot,loc_x,loc_y,loc_z,s_x,s_y,s_z,d_a,d_p,d_e,tar
290,0.0,-185.26947,-1259.505737,-350.579102,1.0,0.0,0.0,,,,
291,0.0,-184.647827,-1259.54248,-350.803253,0.8568127752,0.5155587788,-0.0084269782,,,,
292,0.0,-185.906723,-1259.924316,-350.641205,0.6682014278,0.7438662105,-0.0130350587,,,,
293,0.0,-185.8324965,-1259.8123775,-350.6773225,0.6430071927,0.7650333565,-0.0135160886,,,,
294,0.0,-185.75827,-1259.700439,-350.71344,0.6178129576,0.7862005025,-0.0139971184,,,,
295,0.0,-185.632233,-1259.539795,-350.769623,0.6178129576,0.7862005025,-0.0139971184,,,,
296,0.0,-184.687546,-1259.240479,-350.82132,0.9737749122,0.2274872541,-0.0034597069,,,,
297,0.0,-183.53804,-1259.5,-350.852295,1.0,0.0,0.0,,,,
298,0.0,-183.713913,-1259.5,-350.847382,1.0,0.0,0.0,,,,
299,0.0,-183.740646,-1259.5,-350.848206,1.0,0.0,0.0,,,,
300,0.0,-183.717514,-1259.5,-350.847443,1.0,0.0,0.0,,,,
301,0.0,-184.249023,-1259.5,-351.074615,1.0,0.0,0.0,,,,
302,0.0,-184.233719,-1259.5,-351.207428,1.0,0.0,0.0,,,,
303,0.0,-184.198456,-1259.5,-351.329834,1.0,0.0,0.0,,,,
304,0.0,-184.160934,-1259.5,-351.411133,1.0,0.0,0.0,,,,
305,0.0,-184.099869,-1259.5,-351.550903,1.0,0.0,0.0,,,,
306,0.0,-184.014404,-1259.5,-351.77002,1.0,0.0,0.0,,,,
307,0.0,-183.96106,-1259.5,-351.923462,1.0,0.0,0.0,,,,
308,0.0,-183.973694,-1259.5,-351.886536,1.0,0.0,0.0,,,,
309,0.0,-183.89064,-1259.5,-352.163727,1.0,0.0,0.0,,,,
310,0.0,-183.900757,-1259.5,-352.12677,1.0,0.0,0.0,,,,
311,0.0,-183.826538,-1259.5,-352.385162,1.0,0.0,0.0,,,,
312,0.0,-183.790634,-1259.5,-352.453735,1.0,0.0,0.0,,,,
313,0.0,-183.764023,-1259.5,-352.547211,1.0,0.0,0.0,,,,
314,0.0,-183.746277,-1259.5,-352.525055,1.0,0.0,0.0,,,,
315,0.0,-183.638474,-1259.5,-352.603363,1.0,0.0,0.0,,,,
316,0.0,-183.611954,-1259.5,-352.612854,1.0,0.0,0.0,,,,
317,0.0,-183.638748,-1259.5,-352.603241,1.0,0.0,0.0,,,,
318,0.0,-183.595947,-1259.5,-352.600433,1.0,0.0,0.0,,,,
319,0.0,-183.466431,-1259.5,-352.542358,1.0,0.0,0.0,,,,
320,0.0,-183.393692,-1259.5,-352.394623,1.0,0.0,0.0,,,,
321,0.0,-183.395538,-1259.5,-352.401306,1.0,0.0,0.0,,,,
322,0.0,-183.346741,-1259.5,-352.204254,1.0,0.0,0.0,,,,
323,0.0,-183.325333,-1259.5,-352.101837,1.0,0.0,0.0,,,,
324,0.0,-183.324417,-1259.5,-352.095612,1.0,0.0,0.0,,,,
325,0.0,-183.307968,-1259.5,-352.005676,1.0,0.0,0.0,,,,
326,0.0,-183.249084,-1259.5,-351.771484,1.0,0.0,0.0,,,,
327,0.0,-183.229782,-1259.5,-351.701385,1.0,0.0,0.0,,,,
328,0.0,-183.223251,-1259.5,-351.667877,1.0,0.0,0.0,,,,
329,0.0,-183.171982,-1259.5,-351.528503,1.0,0.0,0.0,,,,
330,0.0,-183.161285,-1259.5,-351.505005,1.0,0.0,0.0,,,,
331,0.0,-183.096466,-1259.5,-351.381683,1.0,0.0,0.0,,,,
332,0.0,-183.061157,-1259.5,-351.33728,1.0,0.0,0.0,,,,
333,0.0,-182.995987,-1259.5,-351.289093,1.0,0.0,0.0,,,,
334,0.0,-182.9694825,-1259.5,-351.282074,1.0,0.0,0.0,,,,
335,0.0,-182.942978,-1259.5,-351.275055,1.0,0.0,0.0,,,,
336,0.0,-182.93222,-1259.5,-351.26886,1.0,0.0,0.0,,,,
337,0.0,-182.907944,-1259.5,-351.269073,1.0,0.0,0.0,,,,
338,0.0,-182.8873825,-1259.5,-351.2729335,1.0,0.0,0.0,,,,
339,0.0,-182.853546,-1259.5,-351.283752,1.0,0.0,0.0,,,,
340,0.0,-182.848572,-1259.5,-351.28656,1.0,0.0,0.0,,,,
341,0.0,-182.851089,-1259.5,-351.2854,1.0,0.0,0.0,,,,
342,0.0,-182.857117,-1259.5,-351.282562,1.0,0.0,0.0,,,,
343,0.0,-182.864578,-1259.5,-351.2789,1.0,0.0,0.0,,,,
344,0.0,-182.869263,-1259.5,-351.276459,1.0,0.0,0.0,,,,
345,0.0,-182.876511,-1259.5,-351.272583,1.0,0.0,0.0,,,,
346,0.0,-182.883316,-1259.5,-351.267334,1.0,0.0,0.0,,,,
347,0.0,-182.889267,-1259.5,-351.26239,1.0,0.0,0.0,,,,
348,0.0,-182.897095,-1259.5,-351.257263,1.0,0.0,0.0,,,,
349,0.0,-182.911026,-1259.5,-351.253326,1.0,0.0,0.0,,,,
350,0.0,-182.916824,-1259.5,-351.251404,1.0,0.0,0.0,,,,
351,0.0,-182.926987,-1259.5,-351.24762,1.0,0.0,0.0,,,,
352,0.0,-182.929642,-1259.5,-351.246674,1.0,0.0,0.0,,,,
353,0.0,-182.935516,-1259.5,-351.244232,1.0,0.0,0.0,,,,
354,0.0,-182.94722,-1259.5,-351.237946,1.0,0.0,0.0,,,,
355,0.0,-182.961212,-1259.5,-351.229095,1.0,0.0,0.0,,,,
356,0.0,-182.967407,-1259.5,-351.223053,1.0,0.0,0.0,,,,
357,0.0,-182.962799,-1259.5,-351.227509,1.0,0.0,0.0,,,,
358,0.0,-182.969681,-1259.5,-351.220825,1.0,0.0,0.0,,,,
359,0.0,-182.983429,-1259.5,-351.189209,1.0,0.0,0.0,,,,
360,0.0,-182.998123,-1259.5,-351.162415,1.0,0.0,0.0,,,,
361,0.0,-182.996765,-1259.5,-351.142731,1.0,0.0,0.0,,,,
362,0.0,-183.021454,-1259.5,-351.113739,1.0,0.0,0.0,,,,
